number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,lattice_angle_alpha_degree,lattice_angle_beta_degree,lattice_angle_gamma_degree,formation_energy_ev_natom,bandgap_energy_ev,avg_rs_max,avg_rCovalent,avg_vIonic,avg_electronegativity,avg_rp_max,avg_LUMO,avg_IP,avg_rd_max,avg_EA,avg_HOMO,avg_rIonic,avg_vCovalent,avg_mass,lattice_angle_alpha_degree_r,lattice_angle_beta_degree_r,lattice_angle_gamma_degree_r,vol,atomic_density,SG_33,SG_194,SG_227,SG_167,SG_12,SG_206,Al_coord, Al_O_mean, Ga_coord, Ga_O_mean, In_coord, In_O_mean, O_coord
40.0,0.625,0.25,0.125,5.8672,5.8667,14.0874,90.0044,89.9966,119.999,0.2942,2.0695,1.09,1.23875,1.6997431938749998,1.68125,1.44375,0.34937499999999994,-5.759225,2.72625,-0.226275,-2.716625,0.70625,8.03870152275,48.646461625,1.5708731212819844,1.5707369856003288,2.094377649100676,419.94327026423963,0.09525096086152524,0,0,1,0,0,0,5.4,1.9839460923299999,5.5,1.98996708907,6.0,2.02071713585,3.6666666666666665
80.0,0.2812,0.5,0.2188,24.5716,6.2115,6.0436,89.9999,104.3742,90.0001,0.1745,1.8732,1.051248,1.260948,2.042881194858,1.747196,1.3909319999999998,0.3205476,-5.7460191200000015,2.379004,-0.19449656,-2.7335356,0.735324,8.5140276020808,67.57088705432,1.5707945814656443,1.8216734441350653,1.5707980721241486,893.53736476055,0.08953179033698093,0,0,0,0,1,0,5.333333333333333,2.00030334927,5.0,1.97764708287,4.571428571428571,1.9436626832599997,3.333333333333333
40.0,0.5625,0.25,0.1875,10.145,5.8396,14.402,94.6552,94.0746,30.1993,0.3376,1.7567,1.0875,1.251875,1.8366739929374998,1.691875,1.436875,0.3698125,-5.7440625,2.653125,-0.2297875,-2.7220625,0.7206250000000001,8.324514983124999,54.1362404625,1.6520448941337365,1.6419115124966577,0.5270772167975236,427.7581479993973,0.09351078451007404,0,0,1,0,0,0,5.111111111111111,1.9768126986099996,5.5,2.00404768012,6.0,2.0348203416299997,3.583333333333333
80.0,0.4375,0.2188,0.3438,10.4212,8.9145,9.5407,90.0022,90.0007,90.0007,0.226,1.9482,1.0857290000000002,1.284507,2.1620628543996,1.7123669999999998,1.425136,0.428385,-5.70553028,2.500205,-0.24322103,-2.7348383,0.7557050000000001,9.0342314752648,66.53424393750001,1.5708347240384404,1.5708085440996604,1.5708085440996604,886.3290008615004,0.090259937249307,1,0,0,0,0,0,5.428571428571429,2.03146342146,5.0,2.0102428911200003,5.181818181818182,2.02415066493,3.5
40.0,0.5,0.1875,0.3125,10.2921,5.9241,14.6394,95.6783,94.9673,30.2375,0.41,1.1922,1.0912499999999998,1.2775,2.076127526625,1.700625,1.43375,0.4255625,-5.71135,2.56625,-0.246075,-2.73075,0.7475,8.884547594375,62.4444568,1.6699013577108903,1.6574920667292108,0.5277439325717854,447.286242528862,0.0894281920540378,0,0,1,0,0,0,5.25,2.01726948801,4.666666666666667,1.9698713340799998,6.0,2.0663268316599996,3.583333333333333
80.0,0.9062,0.0312,0.0625,9.8901,8.4916,9.1232,90.0055,90.0023,90.0012,0.1159,3.8397,1.123019,1.223316,1.4422278178958998,1.626704,1.487671,0.38097509999999996,-5.765451340000001,3.006924,-0.25516303,-2.7032597999999997,0.6852440000000001,7.711556633940999,33.802152879320005,1.5708923199037559,1.5708364693676926,1.5708172707459205,766.1916317777707,0.10441252120488248,1,0,0,0,0,0,5.310344827586206,1.93379064449,4.0,1.8076242392400002,5.0,1.8921876152400001,3.5
40.0,0.0625,0.8125,0.125,10.2609,5.9447,14.6531,90.9453,91.1,30.3401,0.2661,1.1602,1.01125,1.244375,2.0094157738125,1.79375,1.348125,0.2155,-5.7807125,2.191875,-0.1429125,-2.7363125000000004,0.723125,8.14305030825,72.6885336625,1.5872949242139989,1.589994948566834,0.5295346403843316,451.40830966154437,0.08861157214848589,0,0,1,0,0,0,6.0,2.06977372465,5.384615384615384,2.0311670726099997,5.0,2.0025379728,3.583333333333333
40.0,0.125,0.25,0.625,6.33,6.329,14.798,90.0157,90.008,120.0014,0.3129,0.8091,1.07,1.34375,2.795189586375,1.76625,1.38875,0.512875,-5.637924999999999,2.14125,-0.254375,-2.760125,0.82125,10.325209205750001,92.564692325,1.5710703434874596,1.570935953135056,2.0944195370027234,513.4123307321985,0.07791008825782261,0,0,1,0,0,0,5.0,2.0912765257299997,5.0,2.09019080922,5.6,2.13640424918,3.583333333333333
80.0,0.25,0.0625,0.6875,6.8101,6.8096,24.7952,90.0171,90.0006,119.9885,0.39,0.6546,1.09375,1.355,2.828896192125,1.739375,1.4137499999999998,0.5779375,-5.6156000000000015,2.24625,-0.285675,-2.759,0.8300000000000001,10.576239737625,90.04044715,1.5710947780969875,1.5708067987704086,2.0941943895292163,995.918103396855,0.08032789014190805,0,1,0,0,0,0,5.5,2.1258298901,6.0,2.2370533370900003,5.454545454545454,2.11470755433,3.6666666666666665
30.0,0.5,0.5,0.0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.0708,3.559,1.06,1.215,1.5635138535,1.71,1.415,0.249,-5.7991,2.635,-0.1822,-2.7145,0.685,7.51345184,48.352269299999996,1.5706619364424932,1.5709516610983238,2.094410810356464,282.2113960343946,0.10630329044665418,0,0,0,1,0,0,6.0,1.9818564708000002,6.0,1.9818564721400003,0.0,0.0,4.0
20.0,0.25,0.0,0.75,12.2319,3.2589,6.5962,90.0,105.6922,90.0001,0.3236,0.9863,1.1,1.3675,2.93141892675,1.7375,1.4175,0.61325,-5.5980500000000015,2.2325,-0.29845,-2.76225,0.8425,10.850458888499999,92.85888465,1.5707963267948966,1.8446768836763507,1.5707980721241486,253.14108322403771,0.07900732565918342,0,0,0,0,1,0,3.5,2.04777690193,0.0,0.0,3.5,2.04777690193,2.333333333333333
40.0,0.3125,0.375,0.3125,6.0776,6.0767,14.3233,90.0169,90.0038,120.0025,0.3284,0.9525,1.065,1.279375,2.1793517199375,1.738125,1.401875,0.3809375,-5.7185125,2.388125,-0.2182875,-2.7373125,0.7531249999999999,8.919330522875,70.4584808125,1.5710912874384837,1.5708626493064723,2.094438735624496,458.1024941611674,0.08731670425249287,0,0,1,0,0,0,5.6,2.0560833216,5.333333333333333,2.0379316044799998,5.2,2.0286613648599996,3.583333333333333
80.0,0.4688,0.2188,0.3125,10.3719,8.8758,9.5022,90.0024,90.0009,90.0007,0.2206,1.9577,1.086981,1.277934,2.0934879102291,1.7070459999999998,1.428579,0.4181499,-5.71312366,2.536826,-0.24146197,-2.7321152,0.748506,8.891096094308999,63.78496269568001,1.5708382146969444,1.5708120347581649,1.5708085440996604,874.7621738514058,0.09145342859051134,1,0,0,0,0,0,5.2,2.0189349925299998,5.428571428571429,2.0189286395200003,5.2,2.00846267929,3.5
80.0,0.0,0.4375,0.5625,9.9024,9.9024,9.9023,90.0027,90.0023,89.9964,0.1217,1.2103,1.04625,1.3325,2.761482980625,1.793125,1.36375,0.4478125,-5.66025,2.03625,-0.223075,-2.76125,0.8125,10.074178673875,95.0889375,1.5708434506847004,1.5708364693676926,1.5707334949418248,970.9950335562272,0.0823897107969785,0,0,0,0,0,1,0.0,0.0,6.0,2.1344214107900004,6.0,2.13615240226,4.0
80.0,0.0938,0.25,0.6562,24.651,6.5097,6.5313,90.0002,105.4218,90.0,0.1898,1.0176,1.0687520000000001,1.3503020000000001,2.863545441267,1.771554,1.385318,0.5230774,-5.63035588,2.104746,-0.25612844,-2.7628394,0.828426,10.4678872851692,95.30518992068001,1.5707998174534008,1.839957513378958,1.5707963267948966,1010.3448045466632,0.07918088917762645,0,0,0,0,1,0,4.666666666666667,2.0394526383900002,4.5,2.02550758723,5.238095238095238,2.08052715274,3.333333333333333
80.0,0.75,0.25,0.0,24.1422,5.9558,5.7236,89.9992,103.9258,90.0002,0.0123,3.2825,1.095,1.2125,1.42588159575,1.66,1.4575,0.3085,-5.78955,2.8725,-0.21925,-2.70575,0.6775,7.467074602,37.66690395000001,1.570782364160881,1.8138473877691228,1.5707998174534008,798.7855210597412,0.10015204068028767,0,0,0,0,1,0,5.333333333333333,1.9264914276900003,4.0,1.81412632937,0.0,0.0,3.333333333333333
80.0,0.0625,0.4375,0.5,9.8208,9.8208,9.8207,90.0028,90.0025,89.9964,0.1588,1.339,1.04875,1.319375,2.6245521815625,1.7825,1.370625,0.427375,-5.6754125,2.109375,-0.2195625,-2.7558125,0.798125,9.7883652135,89.5991586625,1.5708451960139522,1.5708399600261964,1.5707334949418248,947.1879759014073,0.08446053163192517,0,0,0,0,0,1,6.0,2.11104121445,6.0,2.1148967326099997,6.0,2.12116594634,4.0
40.0,0.25,0.75,0.0,10.093,5.8432,14.1094,90.7464,90.8646,30.2713,0.1212,1.9139,1.025,1.2175,1.70114611125,1.76,1.3725,0.1895,-5.80865,2.3975,-0.14515,-2.72325,0.6924999999999999,7.559829078,59.03763465,1.583823464331782,1.5858864435076394,0.5283338538589595,419.41366706542436,0.09537123642124996,0,0,1,0,0,0,5.5,1.98982312375,5.333333333333333,1.97848648404,0.0,0.0,3.583333333333333
80.0,0.2812,0.2812,0.4375,6.6153,6.615,24.4498,90.0115,90.0041,119.9916,0.2783,1.2194,1.073019,1.304566,2.4014448700209003,1.7404540000000002,1.403921,0.4441001,-5.684026340000001,2.330674,-0.23918803,-2.7446347999999996,0.778994,9.472814634191,77.42619125431999,1.5709970396588762,1.5708678852942282,2.094248494736028,926.6635318238688,0.08633122730376921,0,1,0,0,0,0,5.222222222222221,2.00684706897,5.666666666666668,2.11195322847,5.571428571428571,2.0908421602200002,3.6666666666666665
80.0,0.2188,0.75,0.0312,6.3356,6.3356,23.9744,90.0099,90.00299999999999,119.9967,0.2086,1.3492,1.023752,1.2240520000000001,1.769501966142,1.765304,1.3690680000000002,0.1997024,-5.80108088,2.360996,-0.14690344000000002,-2.7259644000000005,0.6996759999999999,7.7025071574192,61.778132245680005,1.5709691143908442,1.570848686672456,2.0943375065278795,833.4284232600047,0.09598904689028392,0,1,0,0,0,0,5.285714285714286,1.95356864507,5.583333333333332,2.01916467753,5.0,1.88324968776,3.6666666666666665
80.0,0.0312,0.4375,0.5312,9.8616,9.8616,9.8615,90.0027,90.0024,89.9964,0.1375,1.2057,1.047389,1.325806,2.6927792115207003,1.787643,1.3670429999999998,0.4375406,-5.66726538,2.0725599999999997,-0.22129031,-2.7582572,0.805234,9.9303012231828,92.33695810431999,1.5708434506847004,1.5708382146969444,1.5707334949418248,959.0422568942654,0.08341655378050772,0,0,0,0,0,1,6.0,2.1333819564099996,6.0,2.1275599766299997,6.0,2.1253967577400004,4.0
40.0,0.8125,0.0,0.1875,10.0065,5.7786,14.1615,93.257,93.0611,30.2331,0.3431,2.8047,1.1224999999999998,1.249375,1.6990417351875,1.641875,1.479375,0.4293125,-5.7345125,2.890625,-0.26683749999999995,-2.7133125,0.713125,8.278137745125001,43.4508751125,1.6276417005323518,1.6242226005276952,0.5276671380846977,411.63475042617586,0.0971735257010906,0,0,1,0,0,0,5.230769230769232,1.9597220893599998,0.0,0.0,6.0,2.00763802242,3.583333333333333
40.0,0.375,0.625,0.0,5.8336,5.8334,14.2866,89.9961,90.0023,119.9985,0.2858,0.6696,1.0425,1.21625,1.6323299823750002,1.735,1.39375,0.21925,-5.803875,2.5162500000000003,-0.163675,-2.718875,0.68875,7.536640458999998,53.694951975,1.5707282589540688,1.5708364693676926,2.0943689224544157,421.04109310774413,0.09500260343890954,0,0,1,0,0,0,5.666666666666668,2.0025899865200003,5.4,1.98539328968,0.0,0.0,3.6666666666666665
80.0,0.0625,0.375,0.5625,6.7788,6.7784,24.7755,90.0041,89.9963,119.988,0.2257,0.8354,1.055,1.331875,2.7270749161874996,1.780625,1.374375,0.4626875,-5.6578625,2.095625,-0.2323375,-2.7590625,0.8106249999999999,10.062584364375,92.4175961625,1.5708678852942282,1.5707317496125734,2.094185662882956,986.0196605044906,0.08113428484688481,0,1,0,0,0,0,5.0,1.9862957326900001,5.416666666666668,2.0981805332700003,5.611111111111112,2.14470688712,3.6666666666666665
80.0,0.3438,0.3438,0.3125,24.4819,6.2462,6.127000000000002,89.9998,104.6466,90.0001,0.1734,1.855,1.069481,1.279184,2.1623040391041,1.732046,1.407329,0.3883999,-5.71789866,2.4180759999999997,-0.22293697,-2.7364901999999995,0.752256,8.914284713309,69.12764537068001,1.5707928361363923,1.8264277210174984,1.5707980721241486,906.4870033361508,0.08825278211995914,0,0,0,0,1,0,4.909090909090909,1.98115138941,4.727272727272728,1.96711569983,5.4,2.01432665569,3.333333333333333
80.0,0.4375,0.3125,0.25,24.4009,6.1845,6.0437,89.9997,104.513,90.0001,0.1338,2.1669,1.07625,1.265625,2.0080128564375,1.715,1.4193749999999998,0.375375,-5.7312875000000005,2.520625,-0.2240375,-2.7296875,0.7368750000000001,8.621922753,62.29736063750001,1.5707910908071407,1.8240959611368333,1.5707980721241486,882.9364236756998,0.09060675021985932,0,0,0,0,1,0,4.571428571428571,1.93636576097,5.0,1.9699671710599997,5.75,2.016716959,3.333333333333333
40.0,0.875,0.125,0.0,9.8046,5.6614,13.84,91.7885,91.7567,30.1664,0.1041,3.4429,1.1124999999999998,1.21125,1.357065466875,1.6350000000000002,1.47875,0.33825,-5.784775,2.99125,-0.237775,-2.701375,0.6737500000000001,7.443885982999999,32.324221275,1.6020115404668152,1.601456525764681,0.5265030034736173,385.845913649233,0.10366832609859757,0,0,1,0,0,0,5.285714285714286,1.92115449729,6.0,1.96399590461,0.0,0.0,3.583333333333333
40.0,0.5625,0.4375,0.0,5.8083,5.8074,13.8157,90.0171,89.9995,120.0037,0.2002,2.064,1.06875,1.214375,1.5291057890625,1.6975,1.425625,0.263875,-5.7967125,2.694375,-0.1914625,-2.7123125000000003,0.683125,7.5018575305,45.6809279625,1.5710947780969875,1.5707876001486365,2.094459679575519,403.5692683603413,0.09911557478723716,0,0,1,0,0,0,5.111111111111111,1.9378459776199999,5.428571428571429,1.9598689746200002,0.0,0.0,3.5
40.0,0.5,0.1875,0.3125,10.2921,5.9241,14.6394,95.6783,94.9673,30.2375,0.3059,1.4533,1.0912499999999998,1.2775,2.076127526625,1.700625,1.43375,0.4255625,-5.71135,2.56625,-0.246075,-2.73075,0.7475,8.884547594375,62.4444568,1.6699013577108903,1.6574920667292108,0.5277439325717854,447.286242528862,0.0894281920540378,0,0,1,0,0,0,5.0,1.99819750819,6.0,2.06626858125,5.2,2.0143060351199997,3.5
80.0,0.0,0.875,0.125,24.8887,6.239,6.0051,90.0002,104.0178,90.0001,0.0149,1.7593,1.0025,1.245,2.04382383825,1.80625,1.3375,0.200625,-5.7831,2.1325000000000003,-0.13365,-2.7385,0.725,8.15464461775,75.359875,1.5707998174534008,1.8154530906809576,1.5707980721241486,904.7068923307739,0.08842642924262241,0,0,0,0,1,0,0.0,0.0,4.857142857142857,1.9745672450999998,6.0,2.047303753,3.333333333333333
40.0,0.75,0.0,0.25,5.9319,5.9307,14.4676,90.0846,88.4406,120.0513,0.3814,1.537,1.12,1.2625,1.8359725342500002,1.6525,1.4725,0.44975,-5.71935,2.8175,-0.27035,-2.71875,0.7275,8.563951205499999,48.94065395,1.5722728753420836,1.5435796624392968,2.0952904562994688,440.3504736436078,0.09083673663168013,0,0,1,0,0,0,5.666666666666668,2.0338758963599997,0.0,0.0,5.0,2.00128574308,3.6666666666666665
80.0,0.4688,0.5312,0.0,9.2073,9.2069,9.2068,90.0045,90.0046,89.9956,0.1073,3.2458,1.055632,1.2153120000000002,1.5806903592672,1.7162400000000002,1.4096959999999998,0.24157440000000002,-5.80029184,2.6053599999999997,-0.17757615999999998,-2.715592,0.6859360000000001,7.5192397193024005,49.68580289568,1.5708748666112362,1.5708766119404882,1.570719532307809,780.4667848750491,0.10250276059192936,0,0,0,0,0,1,6.0,1.98670025113,6.0,1.9843211735799997,0.0,0.0,4.0
80.0,0.1875,0.3125,0.5,9.7684,9.7683,9.7683,90.0023,90.0023,89.9972,0.1696,1.5609,1.06625,1.318125,2.5557360526875,1.7575,1.391875,0.457125,-5.6706375,2.2281250000000004,-0.2380875,-2.7514375,0.794375,9.7651765945,84.2564759875,1.5708364693676926,1.5708364693676926,1.5707474575758409,932.0976472645247,0.08582791753072239,0,0,0,0,0,1,6.0,2.0997682543900003,6.0,2.10783413897,6.0,2.10817020085,4.0
20.0,0.625,0.0,0.375,12.0865,3.1006,6.134,89.9995,104.9066,90.0002,0.257,1.9608,1.115,1.2887499999999998,2.109834132375,1.67375,1.45875,0.490625,-5.689025000000001,2.67125,-0.277375,-2.729625,0.7562500000000001,9.13557812625,59.920211625,1.5707876001486365,1.8309655770726831,1.5707998174534008,222.13803598195656,0.09003410834884902,0,0,0,0,1,0,3.4,1.9513745459099998,0.0,0.0,3.6666666666666665,1.98023869086,2.333333333333333
40.0,0.875,0.0625,0.0625,9.948,5.7317,13.9746,91.1122,91.2721,29.7978,0.2791,2.3267,1.11875,1.22375,1.4595882015000001,1.6331250000000002,1.4825,0.3735625,-5.767225000000002,2.9775,-0.25054999999999994,-2.704625,0.68625,7.718105133874999,35.142658775,1.5902078787355776,1.5929986602095163,0.5200697198507663,395.87316251803253,0.10104246457519826,0,0,1,0,0,0,5.142857142857143,1.92726413252,6.0,1.98083071808,6.0,1.9818916378599998,3.5
80.0,0.4062,0.2188,0.375,9.5659,9.5656,9.5657,90.0022,90.0026,89.9978,0.2295,1.9212,1.084368,1.290938,2.2302898843578003,1.7175099999999999,1.421554,0.43855059999999996,-5.69738316,2.46339,-0.24494884,-2.737283,0.762814,9.176167484947602,69.27204337932,1.5708347240384404,1.5708417053554484,1.5707579295513527,875.2957264370851,0.09139768147348573,0,0,0,0,0,1,6.0,2.06331144491,6.0,2.06562695605,6.0,2.06061240007,4.0
80.0,0.0,0.875,0.125,9.5145,9.5145,9.514,90.0055,90.0046,89.9933,0.1127,1.8821,1.0025,1.245,2.04382383825,1.80625,1.3375,0.200625,-5.7831,2.1325000000000003,-0.13365,-2.7385,0.725,8.15464461775,75.359875,1.5708923199037559,1.5708766119404882,1.5706793897350129,861.2615946868689,0.0928869933287642,0,0,0,0,0,1,0.0,0.0,6.0,2.0517172759999998,6.0,2.0517227695099995,4.0
40.0,0.0,0.1875,0.8125,6.4261,6.4258,15.7087,89.9818,90.0184,119.9914,0.4,0.3744,1.07125,1.3825,3.171573919125,1.785625,1.37875,0.5890625,-5.59005,1.98125,-0.274175,-2.7742500000000003,0.8625,11.171055277375,106.3626875,1.5704786768710337,1.5711174673772634,2.0942450040775245,561.8018446011881,0.0711994814264008,0,0,1,0,0,0,0.0,0.0,5.333333333333333,2.18074004062,5.538461538461538,2.1957877140599997,3.6666666666666665
30.0,0.25,0.5833,0.1667,5.0842,5.0838,13.6878,89.9968,90.0041,120.0005,0.1633,2.5349,1.04167,1.2508400000000002,1.9745947490418,1.7549990000000002,1.382502,0.2836855,-5.761840640000001,2.3608260000000003,-0.17922348,-2.7319183999999996,0.7258399999999999,8.2912263972138,66.55497115,1.5707404762588326,1.5708678852942282,2.094403829039455,306.3890050173661,0.09791474076656112,0,0,0,1,0,0,6.0,2.03433260585,6.0,2.03433258816,6.0,2.0343326043400003,4.0
30.0,0.5833,0.4167,0.0,4.9153,4.915,13.3346,89.9909,90.0103,120.0011,0.056,3.9627,1.0716620000000001,1.214167,1.5176547852177,1.69334,1.429161,0.26882540000000005,-5.795917940000002,2.7141349999999997,-0.19454506,-2.7115845000000003,0.682501,7.497998944298401,44.79190556538001,1.5706375018329648,1.5709760957078518,2.0944143010149667,278.9840366234972,0.10753303437388603,0,0,0,1,0,0,6.0,1.97170067164,6.0,1.9717006556599999,0.0,0.0,4.0
80.0,0.3125,0.6875,0.0,9.2727,9.2725,9.2722,90.0052,90.0048,89.9946,0.3718,1.9998,1.03375,1.216875,1.6667380468125002,1.7475,1.3831250000000002,0.204375,-5.806262500000001,2.456875,-0.1544125,-2.7210625000000004,0.6906249999999999,7.548234768499999,56.3662933125,1.5708870839160003,1.5708801025989922,1.5707020790152888,797.2340454749498,0.10034694385428593,0,0,0,0,0,1,6.0,1.98808051315,6.0,2.00478019607,0.0,0.0,4.0
80.0,0.7812,0.0312,0.1875,6.2763,6.2759,23.7523,90.0113,90.0114,120.0006,0.3654,1.7836,1.118019,1.249566,1.7160894160209,1.647954,1.4739209999999998,0.4218501,-5.735126340000001,2.860674,-0.26218803,-2.7141347999999996,0.7139939999999999,8.283183554691,44.78171055432,1.5709935490003717,1.570995294329624,2.094405574368708,810.2393866023866,0.09873625168416904,0,1,0,0,0,0,5.52,1.98703353879,5.0,1.86565805468,5.5,1.9827896376099998,3.6666666666666665
80.0,0.8438,0.0312,0.125,9.9886,8.5689,9.2001,90.0052,90.0021,90.0011,0.1604,3.4146,1.120632,1.2365620000000002,1.5792874418921998,1.63749,1.4809459999999999,0.4014494,-5.7508668400000005,2.93411,-0.25870116,-2.708967,0.6996859999999999,7.998112164052401,39.29462987068,1.5708870839160003,1.5708329787091884,1.5708155254166685,787.4486489823172,0.10159392628762573,1,0,0,0,0,0,5.333333333333333,1.9528342669999998,4.0,1.8242465999500002,5.0,1.9215229882299998,3.5
80.0,0.0,0.2812,0.7188,6.9147,6.9142,25.0238,90.0059,89.9892,119.986,0.1037,0.9085,1.0618800000000002,1.36376,3.0178718353752,1.7884360000000001,1.3731280000000001,0.536122,-5.61636096,2.001864,-0.25502272,-2.7693776000000003,0.8437600000000001,10.7599459263832,102.137286,1.5708993012207642,1.5706078312356808,2.094150756297916,1036.2401485422906,0.07720218147553763,0,1,0,0,0,0,0.0,0.0,5.0,2.01798149812,5.695652173913044,2.2014247935599998,3.6666666666666665
80.0,0.1562,0.0938,0.75,11.0033,9.3675,9.9927,90.0008,89.9976,90.0003,0.2783,0.9846,1.0868680000000002,1.3684379999999998,2.9830585498578,1.75626,1.4015540000000002,0.5909255999999999,-5.60163316,2.14339,-0.28454884,-2.765533,0.8453140000000001,10.867859628197598,96.86803372931999,1.5708102894289124,1.5707544388928492,1.5708015627826524,1029.981690568808,0.07767128360876002,1,0,0,0,0,0,5.6,2.16206688848,5.333333333333333,2.1129120301400004,5.166666666666667,2.1234977666900003,3.5
40.0,0.4375,0.4375,0.125,10.1017,5.8503,14.4097,90.8177,90.9496,30.3062,0.2052,1.8362,1.06375,1.240625,1.8029673871875,1.71875,1.4118750000000002,0.30475,-5.7663875,2.548125,-0.1984875,-2.7231875,0.711875,8.07348445125,56.6604856375,1.5850678840884542,1.5873699733718347,0.5289429737679056,429.66824112688386,0.09309508167299647,0,0,1,0,0,0,5.428571428571429,2.0009507102599997,5.428571428571429,2.00099298715,5.0,1.9697891118700002,3.583333333333333
80.0,0.5,0.5,0.0,9.1942,9.1938,9.1937,90.0044,90.0045,89.9959,0.1126,3.3342,1.06,1.215,1.5635138535,1.71,1.415,0.249,-5.7991,2.635,-0.1822,-2.7145,0.685,7.51345184,48.352269299999996,1.5708731212819844,1.5708748666112362,1.570724768295565,777.1401074476222,0.10294154069945724,0,0,0,0,0,1,6.0,1.9857750487799999,6.0,1.97944762,0.0,0.0,4.0
80.0,0.0,0.5625,0.4375,24.8062,6.4139,6.3254,90.0002,104.8531,90.0001,0.0334,1.3415,1.03375,1.3075,2.556437511375,1.796875,1.35625,0.3771875,-5.69535,2.06375,-0.197525,-2.75475,0.7875,9.525740372125,89.4520625,1.5707998174534008,1.8300318259228665,1.5707980721241486,972.7719189264341,0.08223921604181299,0,0,0,0,1,0,0.0,0.0,4.333333333333333,1.98067906363,5.857142857142858,2.08904492519,3.333333333333333
80.0,0.25,0.4062,0.3438,6.5561,6.5558,24.3527,90.0092,90.0037,119.9925,0.2173,1.5616,1.05938,1.28626,2.2651031698752,1.749686,1.3931280000000001,0.383747,-5.71211096,2.321864,-0.21542272,-2.7411276,0.76126,9.0682537831332,74.54129565,1.57095689708608,1.57086090397722,2.094264202699296,906.5292483054914,0.08824866947154561,0,1,0,0,0,0,5.5,2.05915442944,5.307692307692308,2.01375276182,5.727272727272728,2.10888004685,3.6666666666666665
30.0,0.75,0.0,0.25,5.0036,5.0034,13.5318,89.9888,90.0119,120.0017,0.1731,3.1329,1.12,1.2625,1.8359725342500002,1.6525,1.4725,0.44975,-5.71935,2.8175,-0.27035,-2.71875,0.7275,8.563951205499999,48.94065395,1.570600849918673,1.571004020975884,2.0944247729904792,293.3773344671125,0.10225738826924613,0,0,0,1,0,0,6.0,2.0076627654599997,0.0,0.0,6.0,2.00766275344,4.0
80.0,0.4375,0.125,0.4375,10.5252,8.9931,9.6202,90.0025,90.0003,90.0006,0.2809,1.7493,1.095,1.303125,2.3155810603125,1.709375,1.430625,0.4813125,-5.678637500000002,2.479375,-0.2623625,-2.7394375,0.774375,9.444580205625,70.7526731375,1.5708399600261964,1.5708015627826524,1.5708067987704086,910.5921041803917,0.08785492388165021,1,0,0,0,0,0,5.214285714285714,2.03966136463,5.75,2.08160551196,5.142857142857143,2.0339380325,3.5
30.0,0.0833,0.25,0.6667,5.3847,5.3842,14.3315,89.9982,90.0005,120.0009,0.1956,1.2865,1.0683319999999998,1.352507,2.8865498155095,1.773339,1.3841629999999998,0.5265108999999999,-5.62780858,2.092461,-0.25671854,-2.7637529,0.8308409999999999,10.5159039465122,96.22747276538,1.5707649108683606,1.5708050534411566,2.094410810356464,359.8330390520606,0.0833719996335845,0,0,0,1,0,0,6.0,2.14657409415,6.0,2.14657411463,6.0,2.1465741177,4.0
80.0,0.5625,0.1875,0.25,9.3896,9.3892,9.3894,90.0024,90.00299999999999,89.99799999999998,0.2287,2.5801,1.0937499999999998,1.264375,1.9391967275625,1.6900000000000002,1.440625,0.405125,-5.7265125,2.639375,-0.2425625,-2.7253125,0.7331249999999999,8.598734133999999,56.9546779625,1.5708382146969444,1.570848686672456,1.5707614202098563,827.7773166202537,0.096644349142875,0,0,0,0,0,1,6.0,2.02549205481,6.0,2.02691932638,6.0,2.0215458712400003,4.0
30.0,0.1667,0.3333,0.5,5.2777,5.2772,14.1031,89.9976,90.00200000000002,120.0008,0.1951,1.6626,1.063338,1.318333,2.5671870565323,1.7616599999999998,1.3883389999999998,0.4521746,-5.67143206,2.208365,-0.23500494,-2.7521655,0.794999,9.769035180701598,85.14549838462,1.5707544388928492,1.5708312333799366,2.094409065027212,340.16526854393624,0.08819242519500534,0,0,0,1,0,0,6.0,2.1066229293700003,6.0,2.10662289873,6.0,2.1066229303,4.0
80.0,0.4375,0.3438,0.2188,24.4092,6.1671,6.0117,89.9997,104.4287,90.0001,0.0851,2.322,1.073229,1.2595069999999997,1.9570173851496002,1.716117,1.4176360000000001,0.35776,-5.74063028,2.527705,-0.21767103,-2.7283383000000003,0.7307049999999999,8.4857931735148,60.89736893750001,1.5707910908071407,1.8226246485774025,1.5707980721241486,876.4211258679563,0.09128031905982716,0,0,0,0,1,0,4.571428571428571,1.93119861415,4.909090909090909,1.9582359292500002,6.0,2.02478932027,3.333333333333333
30.0,0.4167,0.25,0.3333,5.1294,5.129,13.7915,89.9942,90.0063,120.0011,0.1733,2.5349,1.081668,1.282493,2.1561061609905,1.7166610000000002,1.4208370000000001,0.4174891,-5.70869142,2.482539,-0.23798146,-2.7347471000000003,0.754159,8.9912606234878,66.94279653462,1.5706950976982808,1.570906282537772,2.0944143010149667,314.22199726958087,0.0954739014476509,0,0,0,1,0,0,6.0,2.05152879001,6.0,2.0515288004,6.0,2.05152878741,4.0
