number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,lattice_angle_alpha_degree,lattice_angle_beta_degree,lattice_angle_gamma_degree,formation_energy_ev_natom,bandgap_energy_ev,avg_rs_max,avg_rCovalent,avg_vIonic,avg_electronegativity,avg_rp_max,avg_LUMO,avg_IP,avg_rd_max,avg_EA,avg_HOMO,avg_rIonic,avg_vCovalent,avg_mass,lattice_angle_alpha_degree_r,lattice_angle_beta_degree_r,lattice_angle_gamma_degree_r,vol,atomic_density,SG_33,SG_194,SG_227,SG_167,SG_12,SG_206,Al_coord, Al_O_mean, Ga_coord, Ga_O_mean, In_coord, In_O_mean, O_coord,Hf_log,band_log,Al?,Ga?,In?
80.0,0.7188,0.1562,0.125,10.0471,8.6188,9.2478,90.00399999999998,90.00200000000002,90.0011,0.1407,3.0664,1.103132,1.237812,1.6481035707672,1.6624899999999998,1.459696,0.3716994,-5.75564184,2.81536,-0.24017616,-2.713342,0.7034360000000001,8.0213007830524,44.63731254568,1.5708661399649757,1.5708312333799366,1.5708155254166685,800.8034864229367,0.09989966496942644,1,0,0,0,0,0,5.304347826086956,1.96101830975,5.6,1.97427935154,4.5,1.90290597964,3.5,-1.9611253148617938,1.1205042350842083,1,1,1
40.0,0.0,0.25,0.75,10.9172,6.3294,15.5946,91.3601,91.5799,30.4068,0.3428,0.4986,1.0650000000000002,1.37,3.0690511845,1.7875,1.375,0.55375,-5.6076000000000015,1.995,-0.2614,-2.7710000000000004,0.8500000000000001,10.8968361265,103.54425,1.5945345499512715,1.5983707836471552,0.5306987749954117,545.1929795170448,0.07336851629203607,0,0,1,0,0,0,0.0,0.0,6.0,2.20470543605,5.0,2.13234744732,3.5,-1.0706080922585124,-0.6959511078926796,0,1,1
40.0,0.3125,0.375,0.3125,6.0748,6.0727,14.8773,90.04700000000004,88.1461,120.0237,0.4501,0.3187,1.065,1.279375,2.1793517199375,1.738125,1.401875,0.3809375,-5.7185125,2.388125,-0.2182875,-2.7373125,0.7531249999999999,8.919330522875,70.4584808125,1.5716166315433342,1.5384396677921737,2.0948087454259183,474.8636541951034,0.08423470536569118,0,0,1,0,0,0,5.6,2.08020890727,5.333333333333333,2.06219916259,5.6,2.08085598586,3.6666666666666665,-0.79828549868325,-1.1435050575588463,1,1,1
80.0,0.4375,0.0,0.5625,9.7191,9.7187,9.7191,90.0009,90.0016,89.9993,0.2362,1.6576,1.1075,1.328125,2.5206265295625,1.705625,1.438125,0.5519375,-5.6435375,2.451875,-0.2879125,-2.7459375,0.799375,9.993018507375,76.3895481375,1.5708120347581649,1.5708242520629283,1.5707841094901327,918.0371950372273,0.08714243870778672,0,0,0,0,0,1,6.0,2.08724878506,0.0,0.0,6.0,2.10252748412,4.0,-1.443076375218875,0.5053707730830268,1,0,1
80.0,0.3438,0.5312,0.125,9.3705,9.3702,9.37,90.0041,90.0041,89.9956,0.1613,2.5385,1.050632,1.2415619999999998,1.8545519573922,1.7374900000000002,1.395946,0.2824494,-5.76996684,2.4591100000000004,-0.18460116,-2.726467,0.7146859999999999,8.0908666400524,60.66536057068001,1.5708678852942282,1.5708678852942282,1.570719532307809,822.7184051285492,0.09723861712744844,0,0,0,0,0,1,6.0,2.02240318783,6.0,2.017987502,6.0,2.0270819086,4.0,-1.8244892938509738,0.9315733554053119,1,1,1
80.0,0.0312,0.0312,0.9375,10.2218,10.2218,10.2221,90.0006,90.0006,89.9992,0.0347,0.9548,1.088019,1.407066,3.3592590047709,1.775454,1.3914209999999998,0.6671001,-5.553176339999999,1.983174,-0.30433803,-2.7793848,0.886494,11.712945079191,110.65905660431999,1.5708067987704086,1.5708067987704086,1.5707823641608807,1068.0581140415684,0.0749022913156638,0,0,0,0,0,1,6.0,2.18321128489,6.0,2.2113330557900004,6.0,2.20476877248,4.0,-3.3610155920293234,-0.04625338451746204,1,1,1
80.0,0.3438,0.375,0.2812,9.509,9.5087,9.5087,90.0031,90.0032,89.9967,0.2063,1.9792,1.066252,1.272802,2.110776775767,1.7328039999999998,1.405318,0.3707024,-5.72610588,2.424746,-0.21652844,-2.7345894,0.7459260000000001,8.776195141919201,67.70919957068001,1.5708504320017085,1.5708521773309605,1.5707387309295808,859.7598034109901,0.09304924431522613,0,0,0,0,0,1,6.0,2.05230850828,6.0,2.05270537566,6.0,2.0454396690200003,4.0,-1.5784238589049309,0.6826927226560864,1,1,1
80.0,0.6875,0.1562,0.1562,10.0963,8.6575,9.2862,90.0039,90.0019,90.0011,0.1854,2.884,1.1017709999999998,1.244243,1.7163306007253998,1.6676330000000001,1.456114,0.381865,-5.7474947200000015,2.7785450000000003,-0.24190397,-2.7157867,0.7105450000000001,8.1632367927352,47.37511198750001,1.5708643946357244,1.5708294880506846,1.5708155254166685,811.694827650642,0.09855920879963086,1,0,0,0,0,0,5.2727272727272725,1.96903878129,5.2,1.965987357,5.2,1.9516155361200005,3.5,-1.6852396258503821,1.0591782194227026,1,1,1
80.0,0.25,0.3438,0.4062,6.6022,6.6019,24.4331,90.0099,90.0034,119.9917,0.2634,1.1712,1.06562,1.29874,2.3674618681248,1.747814,1.396872,0.41900299999999996,-5.69458904,2.308136,-0.22817728,-2.7443724,0.77374,9.3420341833668,77.35522365,1.5709691143908442,1.5708556679894643,2.09425024006528,922.3656612099066,0.08673349774867005,0,1,0,0,0,0,5.5,2.07126545853,5.2727272727272725,2.0166167216,5.6923076923076925,2.11409824397,3.6666666666666665,-1.3340814896729563,0.15802886422491008,1,1,1
80.0,0.0625,0.0312,0.9062,10.181000000000001,10.181000000000001,10.1813,90.0006,90.0007,89.9991,0.0603,0.9605,1.089271,1.4004929999999998,3.2906840606004,1.7701330000000002,1.3948639999999999,0.6568649999999999,-5.5607697200000015,2.019795,-0.30257897,-2.7766617,0.8792949999999999,11.569809698235199,107.9097753625,1.5708067987704086,1.5708085440996604,1.5707806188316291,1055.3198553024831,0.07580640087271913,0,0,0,0,0,1,6.0,2.18849730147,6.0,2.20250212746,6.0,2.19573849001,4.0,-2.8084231752489974,-0.04030129677352569,1,1,1
80.0,0.7188,0.1875,0.0938,10.0124,8.5926,9.2212,90.0039,90.0021,90.0012,0.1386,3.2908,1.1001109999999998,1.231694,1.5971080994793,1.6636069999999998,1.457957,0.3540844,-5.76498462,2.8224400000000003,-0.23380969,-2.7119928000000004,0.6972659999999999,7.8851712035672,43.237320845679996,1.5708643946357244,1.5708329787091884,1.5708172707459205,793.3233312859654,0.100841607507397,1,0,0,0,0,0,5.391304347826088,1.96167075583,5.0,1.9267435629900005,4.666666666666667,1.90695102395,3.5,-1.9761631922263343,1.1911306963126382,1,1,1
30.0,0.0833,0.0833,0.8333,5.4712,5.4707,14.5184,89.9974,90.0005,120.0012,0.1559,1.1604,1.084893,1.385705,3.159650539089,1.7681600000000002,1.394026,0.6206269,-5.5804454800000025,2.055593,-0.29076077,-2.7721429,0.8640909999999999,11.246101894453002,103.73332746538,1.5707509482343447,1.5708050534411566,2.0944160463442194,376.33068212322337,0.07971712492519277,0,0,0,1,0,0,6.0,2.17895124607,6.0,2.17895121324,6.0,2.17895123607,4.0,-1.8585405029184061,0.14876477326511198,1,1,1
80.0,0.4062,0.1562,0.4375,6.5757,6.5753,24.3557,90.0147,90.0079,119.9929,0.354,1.1742,1.090519,1.303316,2.3326287411459,1.7154540000000005,1.4251709999999995,0.4738501,-5.67925134,2.449424,-0.25771303,-2.7402598,0.7752439999999999,9.449626015190999,72.08350857932,1.5710528901949399,1.5709342078058042,2.094271184016304,912.0525114609276,0.08771424780340313,0,1,0,0,0,0,5.615384615384616,2.08938747706,5.2,1.99069838732,5.5,2.0634691327900003,3.6666666666666665,-1.0384583658483626,0.16058706464794842,1,1,1
80.0,0.875,0.0938,0.0312,9.87,8.4778,9.1086,90.0051,90.0023,90.0013,0.0693,4.1114,1.1156199999999998,1.2174899999999995,1.4082448159998,1.6340640000000002,1.480622,0.355878,-5.7760140400000015,2.984386,-0.24415228,-2.7029974,0.67999,7.580776183116798,33.731185275,1.5708853385867485,1.5708364693676926,1.5708190160751725,762.1701713898888,0.10496343599240114,1,0,0,0,0,0,5.285714285714286,1.92571765859,4.666666666666667,1.89096770578,6.0,1.98450526663,3.5,-2.6693103727862795,1.4137636031094354,1,1,1
80.0,0.9688,0.0312,0.0,6.0828,6.0824,23.3707,90.0062,90.0015,120.0065,0.2282,3.9921,1.125632,1.210312,1.3054258437672,1.61624,1.4946959999999998,0.3605744,-5.781191840000001,3.0803599999999998,-0.25167616,-2.6980920000000004,0.670936,7.4264852433024,28.315072195680003,1.5709045372085202,1.5708225067336763,2.094508548794575,748.7768578069565,0.1068409088313797,0,1,0,0,0,0,5.516129032258066,1.93415886797,5.0,1.81959283787,0.0,0.0,3.6666666666666665,-1.4775328415541618,1.3843174082356695,1,1,0
80.0,0.75,0.25,0.0,9.0894,9.0888,9.089,90.0034,90.0041,89.9976,0.0948,4.0841,1.095,1.2125,1.42588159575,1.66,1.4575,0.3085,-5.78955,2.8725,-0.21925,-2.70575,0.6775,7.467074602,37.66690395000001,1.5708556679894643,1.5708678852942282,1.5707544388928492,750.8580893230308,0.10654476676428637,0,0,0,0,0,1,6.0,1.95896926033,6.0,1.96313669672,0.0,0.0,4.0,-2.355985869721161,1.4071013858008838,1,1,0
30.0,0.0833,0.5833,0.3333,5.2119,5.2114,13.9578,89.9992,90.001,120.0004,0.1972,1.7816,1.034893,1.2857049999999999,2.339468662089,1.78316,1.364026,0.3381269,-5.72084548,2.1655930000000003,-0.18856077,-2.7461429,0.7640910000000001,9.052348687453,81.18582746538,1.5707823641608807,1.5708137800874171,2.094402083710204,328.31924106320037,0.09137448022495,0,0,0,1,0,0,6.0,2.08184094525,6.0,2.0818409715,6.0,2.08184096045,4.0,-1.623536836813602,0.5775118369610208,1,1,1
40.0,0.5625,0.125,0.3125,5.9743,5.9741,14.6128,89.9928,90.0074,119.9947,0.4323,1.7836,1.1,1.276875,2.0417194621875,1.688125,1.444375,0.4404375,-5.7089625,2.6256250000000003,-0.2553375,-2.7285625,0.745625,8.872953284874999,59.7731154625,1.5706706630887528,1.570925481159544,2.09430259994284,451.6965503126066,0.08855502653787617,0,0,1,0,0,0,5.111111111111111,2.01131536012,6.0,2.0698420163900004,5.6,2.04584374162,3.583333333333333,-0.8386354873085509,0.5786337937711846,1,1,1
80.0,0.0938,0.0938,0.8125,11.1019,9.4449,10.0696,90.0003,89.99700000000001,90.0002,0.1879,0.9129,1.084481,1.381684,3.1201181738541,1.767046,1.394829,0.6113999,-5.58704866,2.070576,-0.28808697,-2.7712402000000003,0.8597560000000001,11.154415158309,102.36051072068001,1.5708015627826524,1.5707439669173369,1.5707998174534008,1055.8613525693188,0.07576752364818456,1,0,0,0,0,0,5.333333333333333,2.14648324337,4.333333333333333,2.06413226008,5.346153846153847,2.15440020976,3.5,-1.6718453725627174,-0.09112893341110193,1,1,1
20.0,0.5,0.5,0.0,12.200999999999999,3.0134,5.7748,89.9995,103.8357,90.0002,0.0521,2.8933,1.06,1.215,1.5635138535,1.71,1.415,0.249,-5.7991,2.635,-0.1822,-2.7145,0.685,7.51345184,48.3522693,1.5707876001486365,1.812274846113076,1.5707998174534008,206.1588048622212,0.09701259188694986,0,0,0,0,1,0,3.25,1.88052350242,3.75,1.95218447994,0.0,0.0,2.333333333333333,-2.954590330222816,1.0623977192004577,1,1,0
80.0,0.0,0.3125,0.6875,10.0132,10.0133,10.0133,90.00200000000002,90.0018,89.9973,0.0998,1.0412,1.05875,1.3575,2.966528449875,1.7893750000000002,1.37125,0.5184375,-5.62515,2.00875,-0.248625,-2.76775,0.8375,10.622616975625,100.7258125,1.5708312333799366,1.5708277427214326,1.5707492029050931,1003.9852802131343,0.07968244313603574,0,0,0,0,0,1,0.0,0.0,6.0,2.1551731337,6.0,2.1611824191,4.0,-2.304587095664719,0.040373894138273164,0,1,1
40.0,0.8125,0.0,0.1875,10.0053,5.7928,14.2566,90.7304,90.8457,30.2783,0.3898,2.1147,1.1224999999999998,1.249375,1.6990417351875,1.641875,1.479375,0.4293125,-5.7345125,2.890625,-0.26683749999999995,-2.7133125,0.713125,8.278137745125001,43.4508751125,1.5835442116514633,1.5855565762790125,0.5284560269065991,416.57255293046137,0.09602168870371354,0,0,1,0,0,0,5.384615384615384,1.97744177119,0.0,0.0,4.666666666666667,1.92136891665,3.5,-0.9421214919086767,0.7489129584658025,1,0,1
30.0,0.6667,0.3333,0.0,4.8947,4.8944,13.293,89.9894,90.0117,120.0012,0.0459,4.1374,1.083338,1.213333,1.4717406640323,1.6766599999999998,1.443339,0.28867459999999995,-5.79273206,2.793365,-0.20690494,-2.7086655,0.679999,7.482527497701597,41.227267684619996,1.5706113218941848,1.5710005303173795,2.0944160463442194,275.7870771620909,0.10877957121380208,0,0,0,1,0,0,6.0,1.96413012459,6.0,1.96413012833,0.0,0.0,4.0,-3.0812901619156374,1.4200675712268118,1,1,0
80.0,0.9375,0.0,0.0625,9.0663,9.0655,9.0659,90.0022,90.0034,89.9994,0.1383,4.2158,1.1275,1.223125,1.4251801370625,1.6206250000000002,1.493125,0.3884375,-5.7648375000000005,3.036875,-0.2598125,-2.7024375,0.6843750000000001,7.706510824374999,32.4713174375,1.5708347240384404,1.5708556679894643,1.5707858548193845,745.1312387085603,0.10736363722805883,0,0,0,0,0,1,6.0,1.95626077231,0.0,0.0,6.0,1.93630419859,4.0,-1.9783300403114246,1.4388393717836572,1,0,1
80.0,0.3125,0.3125,0.375,24.4979,6.2901,6.1976,89.9999,104.7989,90.0001,0.1819,1.4507,1.07125,1.291875,2.2818744545625003,1.73625,1.405625,0.41625,-5.7009625,2.374375,-0.2310625,-2.7405625,0.765625,9.19354967375,73.2769183125,1.5707945814656443,1.8290858574682856,1.5707980721241486,923.3350062963527,0.08664244229284995,0,0,0,0,1,0,4.2,1.93255668105,5.2,2.01425848187,5.5,2.0329756216900003,3.333333333333333,-1.7042981934580606,0.37204619856271953,1,1,1
40.0,0.875,0.125,0.0,4.9177,8.4516,9.0821,90.0049,90.0024,90.0014,0.0569,4.2993,1.1124999999999998,1.21125,1.357065466875,1.6350000000000002,1.47875,0.33825,-5.784775,2.99125,-0.237775,-2.701375,0.6737500000000001,7.4438859829999995,32.324221275,1.5708818479282445,1.5708382146969444,1.5708207614044245,377.4741738312986,0.10596751452955526,1,0,0,0,0,0,5.214285714285714,1.9170979461,5.5,1.93004608017,0.0,0.0,3.5,-2.866459937849852,1.4584522187499984,1,1,0
80.0,0.0,0.6562,0.3438,9.7084,9.7085,9.7082,90.00399999999998,90.0035,89.9949,0.1445,1.4996,1.0243799999999998,1.28876,2.4027354276252,1.799686,1.3506280000000002,0.324247,-5.72166096,2.0843640000000003,-0.17837271999999998,-2.7498776,0.76876,9.1146310211332,85.22666100000002,1.5708661399649757,1.5708574133187163,1.5707073150030448,915.0366888297168,0.08742818837386265,0,0,0,0,0,1,0.0,0.0,6.0,2.09641777604,6.0,2.08809073261,4.0,-1.9344757714296503,0.4051984058796199,0,1,1
80.0,0.5938,0.3438,0.0625,10.0362,8.6162,9.2424,90.0026,90.0021,90.0014,0.0981,3.2091,1.079481,1.226684,1.6145808428540998,1.689546,1.4348290000000001,0.30664990000000003,-5.778548660000001,2.7105759999999997,-0.20888697,-2.7147402,0.694756,7.771030871809,47.168530020679995,1.5708417053554484,1.5708329787091884,1.5708207614044245,799.2264312827195,0.10009678968149724,1,0,0,0,0,0,5.2105263157894735,1.95311412684,5.2727272727272725,1.95381420422,5.5,1.98896613801,3.5,-2.3217679124108197,1.1659905239980577,1,1,1
80.0,0.5312,0.2812,0.1875,9.3473,9.3469,9.347000000000001,90.0029,90.0034,89.9974,0.1982,2.6469,1.083019,1.252066,1.8537216737708997,1.6979540000000002,1.4314209999999998,0.3623501,-5.74467634,2.623174,-0.22513803,-2.7228848,0.7214940000000001,8.329560792691,55.46707590431999,1.5708469413432042,1.5708556679894643,1.5707509482343447,816.6312945998224,0.09796342673740267,0,0,0,0,0,1,6.0,2.0129960652200003,6.0,2.0192179021400003,6.0,2.01779051045,4.0,-1.6184786570862495,0.9733891439140316,1,1,1
40.0,0.0,0.1875,0.8125,6.4848,6.4838,15.0894,90.0149,90.0105,120.0007,0.3025,0.34700000000000003,1.07125,1.3825,3.171573919125,1.785625,1.37875,0.5890625,-5.59005,1.98125,-0.274175,-2.7742500000000003,0.8625,11.171055277375,106.3626875,1.5710563808534437,1.570979586366356,2.09440731969796,549.4468563633184,0.07280048932257471,0,0,1,0,0,0,0.0,0.0,4.666666666666667,2.10828051022,5.538461538461538,2.18095468156,3.583333333333333,-1.195674001511241,-1.0584304990352777,0,1,1
80.0,0.3438,0.6562,0.0,9.2597,9.2594,9.2591,90.005,90.0048,89.9948,0.0978,2.9509,1.038132,1.216562,1.6495064881422,1.74124,1.3884459999999998,0.21182440000000002,-5.80506684,2.48661,-0.15905116,-2.719967,0.689686,7.5424283383024004,55.02848557068,1.5708835932574958,1.5708801025989922,1.5707055696737933,793.8684304096107,0.1007723659684043,0,0,0,0,0,1,6.0,1.99384398488,6.0,1.99825163829,0.0,0.0,4.0,-2.3248307019413654,1.0821102085686034,1,1,0
80.0,0.0,0.9375,0.0625,9.4591,9.4591,9.4586,90.0059,90.005,89.9929,0.0968,2.0388,0.99625,1.2325,1.941301103625,1.808125,1.3337500000000002,0.1653125,-5.80065,2.14625,-0.120875,-2.73525,0.7125,7.880425466875,72.5414375,1.5708993012207642,1.5708835932574958,1.5706724084180048,846.3041801743053,0.09452865987678703,0,0,0,0,0,1,0.0,0.0,6.0,2.04019837199,6.0,2.03326238781,4.0,-2.3351082846996056,0.7123613994837497,0,1,1
80.0,0.125,0.5,0.375,10.602,9.0653,9.6865,89.9992,90.0,90.0005,0.1838,1.3655,1.045,1.29375,2.385098647875,1.77375,1.37375,0.371625,-5.708125000000001,2.19625,-0.203275,-2.747125,0.77125,9.228332602250001,81.290942325,1.5707823641608807,1.5707963267948966,1.5708050534411566,930.9725235007023,0.08593164457655407,1,0,0,0,0,0,5.0,2.05862383482,5.0625,2.04369368715,5.583333333333332,2.07533609799,3.5,-1.6939070690605504,0.3115206619316226,1,1,1
30.0,0.6667,0.3333,0.0,4.8947,4.8944,13.293,89.9894,90.0117,120.0012,0.0513,4.1462,1.083338,1.213333,1.4717406640323,1.6766599999999998,1.443339,0.28867459999999995,-5.79273206,2.793365,-0.20690494,-2.7086655,0.679999,7.482527497701597,41.227267684619996,1.5706113218941848,1.5710005303173795,2.0944160463442194,275.7870771620909,0.10877957121380208,0,0,0,1,0,0,6.0,1.96413012516,6.0,1.96413012718,0.0,0.0,4.0,-2.9700645268054133,1.422192252116875,1,1,0
30.0,0.6667,0.3333,0.0,4.8947,4.8944,13.293,89.9894,90.0117,120.0012,0.0538,4.0766,1.083338,1.213333,1.4717406640323,1.6766599999999998,1.443339,0.28867459999999995,-5.79273206,2.793365,-0.20690494,-2.7086655,0.679999,7.482527497701597,41.227267684619996,1.5706113218941848,1.5710005303173795,2.0944160463442194,275.7870771620909,0.10877957121380208,0,0,0,1,0,0,6.0,1.96670747444,6.0,1.96670746726,0.0,0.0,4.0,-2.9224818118143983,1.405263307667493,1,1,0
80.0,0.0,0.4688,0.5312,9.8747,9.8747,9.8746,90.0029,90.0025,89.9962,0.1252,1.2575,1.04312,1.3262399999999999,2.7101395951247995,1.794064,1.361872,0.43012799999999995,-5.66903904,2.043136,-0.21667728,-2.7596224,0.80624,9.9368497231168,93.677464,1.5708469413432042,1.5708399600261964,1.570730004283321,962.8692802412417,0.0830850060767921,0,0,0,0,0,1,0.0,0.0,6.0,2.1289663246400004,6.0,2.12981625323,4.0,-2.077842820316139,0.22912562299175726,0,1,1
80.0,0.9062,0.0,0.0938,9.1071,9.1063,9.1067,90.0021,90.0032,89.9994,0.1666,4.0219,1.126248,1.229698,1.4937550812329998,1.625946,1.489682,0.3986726,-5.75724412,3.000254,-0.26157156,-2.7051606,0.6915740000000001,7.8496462053307985,35.22059867932,1.5708329787091884,1.5708521773309605,1.5707858548193845,755.2367036141197,0.10592705520953488,0,0,0,0,0,1,6.0,1.96316658538,0.0,0.0,6.0,1.9700813456,4.0,-1.7921595492493947,1.391754427789251,1,0,1
80.0,0.6875,0.3125,0.0,9.1156,9.1151,9.1151,90.0037,90.0042,89.9972,0.1019,3.7988,1.08625,1.2131249999999998,1.4602896601875002,1.6725,1.446875,0.293625,-5.7919375,2.8131250000000003,-0.2099875,-2.7079375,0.6793750000000001,7.4786689115,40.3382452875,1.5708609039772201,1.5708696306234802,1.5707474575758409,757.3700591217128,0.10562868050629348,0,0,0,0,0,1,6.0,1.96509129285,6.0,1.96691488747,0.0,0.0,4.0,-2.2837633387534577,1.3346852273866603,1,1,0
80.0,0.3125,0.5312,0.1562,10.2717,8.807,9.4293,90.0002,90.0014,90.0012,0.1389,2.2651,1.0492709999999998,1.2479930000000001,1.9227789873503998,1.742633,1.392364,0.292615,-5.76181972,2.422295,-0.18632897,-2.7289117000000003,0.7217950000000001,8.2328026497352,63.4031600125,1.5707998174534008,1.5708207614044245,1.5708172707459205,853.0014632667453,0.09378647451977808,1,0,0,0,0,0,5.0,1.98629734413,5.411764705882354,2.00548153185,5.2,1.99885115951,3.5,-1.974001029221839,0.8176189080707851,1,1,1
40.0,0.4375,0.0,0.5625,5.3319,9.097999999999999,9.7263,90.0029,89.9996,90.0005,0.2965,1.6707,1.1075,1.328125,2.5206265295625,1.705625,1.438125,0.5519375,-5.6435375,2.451875,-0.2879125,-2.7459375,0.799375,9.993018507375,76.3895481375,1.5708469413432042,1.5707893454778887,1.5708050534411566,471.819176675237,0.0847782412785075,1,0,0,0,0,0,5.7142857142857135,2.09670025018,0.0,0.0,4.888888888888889,2.04090141509,3.5,-1.2157080605443569,0.5132427002815956,1,0,1
40.0,0.625,0.375,0.0,4.9761,8.5513,9.1775,90.0026,90.0023,90.0017,0.0804,3.4935,1.0775,1.21375,1.4946977246250002,1.685,1.43625,0.27875,-5.7943250000000015,2.75375,-0.200725,-2.710125,0.6812499999999999,7.490263221,43.009586625,1.5708417053554484,1.5708364693676926,1.5708259973921803,390.5221164789238,0.10242697740310636,1,0,0,0,0,0,5.1,1.93590490118,5.5,1.94813057692,0.0,0.0,3.5,-2.520741102797216,1.2509040990103684,1,1,0
40.0,0.25,0.4375,0.3125,6.0947,6.0937,14.3561,90.0173,90.0041,120.0027,0.3376,0.6162,1.05625,1.2799999999999998,2.213759784375,1.750625,1.39125,0.3660625,-5.7209,2.3287500000000003,-0.209025,-2.7395,0.755,8.930924832375,73.12982215,1.5710982687554915,1.5708678852942282,2.0944422262830003,461.7306014874773,0.08663060206782687,0,0,1,0,0,0,5.5,2.05468730318,5.142857142857143,2.0296414137200003,5.2,2.03401893344,3.5,-1.085893516260335,-0.4841836928195696,1,1,1
40.0,0.625,0.375,0.0,9.8219,5.7031,14.0841,91.0851,91.2585,30.5595,0.084,2.9567,1.0775,1.21375,1.4946977246250002,1.685,1.43625,0.27875,-5.7943250000000015,2.75375,-0.200725,-2.710125,0.6812499999999999,7.490263221,43.009586625,1.589734894508287,1.5927612954312451,0.5333638927632072,401.0185269354194,0.09974601499257332,0,0,1,0,0,0,5.8,1.97880156867,4.666666666666667,1.89688422444,0.0,0.0,3.583333333333333,-2.4769384801388235,1.0840737815469867,1,1,0
80.0,0.125,0.625,0.25,6.5277,6.5276,24.3262,90.0028,90.0034,119.9923,0.379,1.0618,1.0325,1.2687499999999998,2.180053178625,1.7775,1.36625,0.301,-5.7432250000000025,2.22375,-0.177725,-2.740625,0.74625,8.679894300499999,75.654067325,1.5708451960139522,1.5708556679894643,2.094260712040792,897.7435935701254,0.08911230397296169,0,1,0,0,0,0,6.0,2.15588214929,5.5,2.05233434036,5.25,1.99316416587,3.6666666666666665,-0.9702190738997107,0.05996558116743413,1,1,1
80.0,0.0,0.5312,0.4688,6.7305,6.7302,24.7019,89.9977,89.9978,119.9883,0.0156,1.3385,1.03688,1.3137599999999998,2.6077808968752003,1.795936,1.358128,0.394872,-5.68656096,2.056864,-0.20392272,-2.7563776,0.79376,9.6630693228832,90.863536,1.5707561842221007,1.5707579295513527,2.094190898870712,969.1421411278012,0.08254723079826362,0,1,0,0,0,0,0.0,0.0,5.0588235294117645,1.99222734338,6.0,2.2149635396900003,3.6666666666666665,-4.160484364726646,0.2915495839782702,0,1,1
80.0,0.5312,0.0938,0.375,9.5136,9.5131,9.5134,90.0017,90.0024,89.9986,0.2614,2.096,1.101868,1.289688,2.1614737554828,1.69251,1.4428040000000002,0.4683006,-5.6926081600000025,2.5821400000000003,-0.26347384,-2.732908,0.7590640000000001,9.152978865947599,63.929360704320004,1.5708259973921803,1.5708382146969444,1.5707718921853686,860.9991174259998,0.09291531010991516,0,0,0,0,0,1,6.0,2.05188976119,6.0,2.04932429257,6.0,2.0515061402900003,4.0,-1.3417034777920154,0.7400307664587957,1,1,1
80.0,0.2188,0.6562,0.125,10.2808,8.8181,9.4386,89.9991,90.0014,90.0013,0.1149,2.1834,1.033132,1.242812,1.9233680862672,1.76249,1.374696,0.2526994,-5.77474184,2.3403600000000004,-0.16607616,-2.730842,0.7184360000000001,8.114055259052401,66.00804324568001,1.5707806188316291,1.5708207614044245,1.5708190160751725,855.6763156584767,0.09349329709849084,1,0,0,0,0,0,4.714285714285714,1.95528561675,5.285714285714286,2.00539882691,6.0,2.04237246665,3.5,-2.163693094127427,0.780883294864032,1,1,1
30.0,0.1667,0.1667,0.6667,5.3641,5.3636,14.29,89.99700000000001,90.0018,120.0011,0.19699999999999998,1.4613,1.080107,1.351795,2.8408195721609997,1.7568400000000002,1.3984739999999998,0.5463731,-5.62520452,2.171907,-0.26908923,-2.7611071,0.8284090000000001,10.501193120547,92.66980718462,1.5707439669173369,1.5708277427214326,2.0944143010149667,356.05024880654963,0.08425777007755919,0,0,0,1,0,0,6.0,2.13899117256,6.0,2.13899115811,6.0,2.13899116138,4.0,-1.6245515502441485,0.37932645049846964,1,1,1
80.0,0.125,0.7188,0.1562,10.3593,8.8817,9.5009,89.9983,90.0012,90.0012,0.1307,1.8549,1.02312,1.24999,2.0261870584998,1.780314,1.360622,0.2480030000000001,-5.76956404,2.244386,-0.15855228,-2.7357474,0.72749,8.2683461988668,71.424156325,1.5707666561976128,1.5708172707459205,1.5708172707459205,874.160657302109,0.09151635838531233,1,0,0,0,0,0,5.0,1.99664578659,5.391304347826088,2.02523734259,4.8,1.97870361693,3.5,-2.0348506583519606,0.6178307862504957,1,1,1
40.0,0.0,0.25,0.75,6.4445,6.4436,15.0142,90.0152,90.0102,120.0011,0.2632,0.9706,1.0650000000000002,1.37,3.0690511845,1.7875,1.375,0.55375,-5.6076000000000015,1.995,-0.2614,-2.7710000000000004,0.8500000000000001,10.8968361265,103.54425,1.5710616168411995,1.5709743503786,2.0944143010149667,539.9403354950556,0.07408225940987566,0,0,1,0,0,0,0.0,0.0,5.5,2.1650878852,5.333333333333333,2.1535154862,3.583333333333333,-1.3348410795309749,-0.02984084201102122,0,1,1
40.0,0.375,0.5,0.125,9.8205,5.7631,14.5164,96.9566,98.1763,31.5663,0.1339,2.0357,1.055,1.24125,1.837375451625,1.73125,1.40125,0.289875,-5.768775,2.48875,-0.189225,-2.725375,0.7137500000000001,8.085078760750001,59.331826975,1.6922119015391341,1.7134996824257092,0.5509358676722861,425.71177819922224,0.09396028498248647,0,0,1,0,0,0,5.666666666666668,2.01759204715,5.25,1.98917957003,5.0,1.97173822468,3.583333333333333,-2.01066202628501,0.7108397400908634,1,1,1
