number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,lattice_angle_alpha_degree,lattice_angle_beta_degree,lattice_angle_gamma_degree,formation_energy_ev_natom,bandgap_energy_ev,avg_rs_max,avg_rCovalent,avg_vIonic,avg_electronegativity,avg_rp_max,avg_LUMO,avg_IP,avg_rd_max,avg_EA,avg_HOMO,avg_rIonic,avg_vCovalent,avg_mass,lattice_angle_alpha_degree_r,lattice_angle_beta_degree_r,lattice_angle_gamma_degree_r,vol,atomic_density,SG_33,SG_194,SG_227,SG_167,SG_12,SG_206
80.0,0.4688,0.4688,0.0625,9.2627,9.2623,9.2622,90.0041,90.0042,89.9961,0.14300000000000002,3.0128,1.061981,1.2279339999999999,1.6833969717290997,1.7145460000000001,1.4135790000000001,0.2768999,-5.78332366,2.5918259999999997,-0.19036197,-2.7191152,0.698506,7.794219490809,52.51121269568,1.5708678852942282,1.5708696306234802,1.5707282589540688,794.6403120881641,0.10067447974011684,0,0,0,0,0,1
80.0,0.5,0.2812,0.2188,10.2533,8.7846,9.4108,90.0023,90.0014,90.0009,0.2107,2.3091,1.08188,1.25876,1.9224254428752,1.7034360000000002,1.428128,0.372622,-5.73766096,2.5868640000000003,-0.22692271999999997,-2.7258776,0.72876,8.4734382433832,58.219055299999994,1.5708364693676926,1.5708207614044245,1.5708120347581647,847.6414755545592,0.09437952519685397,1,0,0,0,0,0
80.0,0.4688,0.2812,0.25,24.3685,6.1757,6.0374,89.9997,104.5239,90.0001,0.1255,2.4302,1.080632,1.265312,1.9907812977672001,1.70874,1.424696,0.38282439999999995,-5.73009184,2.55036,-0.22867616,-2.728592,0.735936,8.6161163228024,60.959552895680005,1.5707910908071407,1.824286202025301,1.5707980721241486,879.5481885571987,0.09095578962106798,0,0,0,0,1,0
80.0,0.4688,0.2812,0.25,9.4289,9.4286,9.4286,90.0028,90.0031,89.9973,0.2093,2.3961,1.080632,1.265312,1.9907812977672001,1.70874,1.424696,0.38282439999999995,-5.73009184,2.55036,-0.22867616,-2.728592,0.735936,8.6161163228024,60.959552895680005,1.5708451960139522,1.5708504320017085,1.5707492029050927,838.2150442566556,0.09544090212666782,0,0,0,0,0,1
80.0,0.0312,0.3125,0.6562,24.715999999999998,6.5275,6.544,90.0003,105.4012,90.0,0.2192,0.9067,1.059889,1.350806,2.8978246807706998,1.7838930000000002,1.374543,0.5081656,-5.63216538,2.0450600000000003,-0.24684031,-2.7647572,0.830234,10.4787395249328,97.97383310432001,1.5708015627826524,1.8395979755530474,1.5707963267948966,1017.8548838398757,0.07859666566436128,0,0,0,0,1,0
80.0,0.75,0.125,0.125,6.2392,6.2388,23.6955,90.0132,90.0067,120.0015,0.2664,2.9439,1.1075,1.2375,1.6309270649999998,1.65625,1.465,0.379125,-5.754449999999999,2.845,-0.2448,-2.71225,0.7025000000000001,8.01551290375,43.30377895,1.57102671025616,1.57091326385478,2.094421282331975,798.7665838931819,0.1001544150859199,0,1,0,0,0,0
40.0,0.5,0.1875,0.3125,6.0187,6.0178,14.4075,90.0066,89.9965,119.9993,0.3768,1.2262,1.0912499999999998,1.2774999999999999,2.076127526625,1.700625,1.4337499999999999,0.42556249999999995,-5.7113499999999995,2.56625,-0.246075,-2.73075,0.7475,8.884547594375,62.4444568,1.5709115185255282,1.5707352402710768,2.0943828850884314,451.92125416467616,0.08851099529260988,0,0,1,0,0,0
30.0,0.75,0.0833,0.1667,4.9604,4.9602,13.4383,89.9886,90.0123,120.0016,0.1625,3.5574,1.11167,1.2458399999999998,1.6993302335418,1.654999,1.467502,0.4026855,-5.74274064,2.835826,-0.25332347999999993,-2.7144184000000005,0.71084,8.1984719212138,45.184240450000004,1.5705973592601692,1.5710110022928918,2.0944230276612275,286.3411969529093,0.10477011453204793,0,0,0,1,0,0
30.0,0.25,0.75,0.0,4.9979,4.9974,13.5009,89.9966,90.0048,120.0003,0.0741,3.0135,1.025,1.2175,1.70114611125,1.76,1.3725,0.1895,-5.80865,2.3975,-0.14515,-2.72325,0.6924999999999999,7.559829078,59.037634649999994,1.5707369856003288,1.5708801025989922,2.0944003383809515,292.0274744225297,0.10273006010589777,0,0,0,1,0,0
80.0,0.0,0.7188,0.2812,6.5924,6.5923,24.4606,89.995,90.0031,119.9904,0.0889,1.4902,1.0181200000000001,1.27624,2.3000486566248,1.801564,1.346872,0.28887799999999997,-5.739239039999999,2.0981360000000002,-0.16557728,-2.7466224,0.75624,8.8399731196168,82.40371400000001,1.570709060332297,1.5708504320017085,2.094227550785004,920.7044730587293,0.08688998733136058,0,1,0,0,0,0
80.0,0.1875,0.7188,0.0938,6.3919,6.3919,24.0782,90.0072,90.0038,119.9953,0.273,1.2563,1.025729,1.2370069999999997,1.8896041736495999,1.769867,1.367636,0.22763499999999998,-5.785280279999999,2.317705,-0.15507102999999997,-2.7305883000000004,0.7132049999999999,7.9837321097648,65.9458592875,1.57092199050104,1.5708626493064723,2.094313071918352,851.9912825083001,0.09389767435703855,0,1,0,0,0,0
80.0,0.3125,0.5,0.1875,24.5473,6.1851,6.0052,89.9998,104.2998,90.0001,0.1387,2.069,1.0525,1.254375,1.9743062506875,1.741875,1.3943750000000001,0.3103125,-5.7536125,2.415625,-0.1927375,-2.7308125,0.7281249999999999,8.370892221125,64.8216058125,1.5707928361363925,1.820374919171582,1.5707980721241486,883.5052731159033,0.0905484125950487,0,0,0,0,1,0
80.0,0.2188,0.5,0.2812,6.52,6.5198,24.2958,90.0076,90.0035,119.993,0.2236,1.5846,1.048752,1.274052,2.179592904642,1.7578040000000001,1.384068,0.3409524,-5.73088088,2.305996,-0.19800344,-2.7389644,0.749676,8.7993837609192,73.05188224568,1.570928971818048,1.5708574133187163,2.0942729293455558,894.4876026408866,0.08943667834390089,0,1,0,0,0,0
80.0,0.4062,0.5938,0.0,24.4994,6.0535,5.794,89.9996,103.8022,90.0002,0.0286,2.54,1.046868,1.215938,1.6151534766078,1.72876,1.399054,0.22667559999999998,-5.80268316,2.54589,-0.16829884,-2.717783,0.6878139999999999,7.5308525796976,52.36141837932,1.5707893454778887,1.811690160813658,1.5707998174534008,834.4795039866913,0.095868142498172,0,0,0,0,1,0
80.0,0.375,0.2188,0.4062,24.4246,6.2898,6.2170000000000005,89.9998,104.9005,90.0001,0.1458,1.5063,1.08312,1.2974899999999998,2.2986457392498,1.722814,1.4181219999999999,0.44875299999999996,-5.68981404,2.4268859999999997,-0.24670228,-2.7399974,0.7699900000000001,9.3188455643668,72.01254097500001,1.5707928361363925,1.8308591119883115,1.5707980721241486,922.9758261400281,0.08667615958542224,0,0,0,0,1,0
80.0,0.0,0.0312,0.9688,10.2626,10.2626,10.2629,90.0005,90.0005,89.9992,0.0114,0.9326,1.08688,1.4137600000000001,3.4279627738752,1.780936,1.3881279999999998,0.6773719999999999,-5.54616096,1.9468640000000001,-0.30612272,-2.7823776,0.89376,11.856822529883202,113.411036,1.5708050534411566,1.5708050534411566,1.5707823641608807,1080.898467470327,0.0740125020134661,0,0,0,0,0,1
80.0,0.4688,0.3438,0.1875,10.2333,8.7709,9.3962,90.0019,90.0015,90.001,0.1591,2.4692,1.074481,1.2529339999999998,1.8884424409790999,1.710796,1.4210790000000002,0.34752489999999997,-5.748223660000001,2.564326,-0.21591196999999998,-2.7256152,0.723506,8.342657792558999,58.148087695680005,1.5708294880506846,1.5708225067336763,1.5708137800874167,843.3582882831286,0.09485885312499917,1,0,0,0,0,0
80.0,0.3125,0.0938,0.5938,9.7992,9.7989,9.7992,90.0013,90.0016,89.9986,0.2076,1.5657,1.093229,1.3357569999999999,2.6409699217746,1.729867,1.418886,0.539885,-5.64010528,2.326455,-0.27579602999999997,-2.7522132999999998,0.809455,10.1542966977648,83.1506766125,1.5708190160751725,1.5708242520629283,1.5707718921853686,940.9327146293416,0.08502201991299041,0,0,0,0,0,1
40.0,0.3125,0.125,0.5625,10.5562,6.1041,14.6735,84.524,83.6273,31.0338,0.3345,0.9742,1.0899999999999999,1.329375,2.5894426584375,1.730625,1.416875,0.5221875,-5.648312499999999,2.333125,-0.2693875,-2.7503124999999997,0.803125,10.016207126375,81.7322308125,1.475222096955687,1.459571729553054,0.5416419894054162,484.43604929888056,0.08257023823452363,0,0,1,0,0,0
80.0,0.0625,0.9375,0.0,9.3775,9.3775,9.3769,90.0061,90.0053,89.9929,0.0771,2.3846,0.99875,1.219375,1.8043703045625,1.7975,1.3406250000000002,0.144875,-5.8158125,2.2193750000000003,-0.1173625,-2.7298125000000004,0.698125,7.5946120065,67.0516586625,1.5709027918792682,1.5708888292452523,1.570672408418005,824.581187824508,0.0970189487478655,0,0,0,0,0,1
80.0,0.5625,0.125,0.3125,9.445,9.4446,9.4448,90.00200000000001,90.0026,89.9984,0.242,2.4395,1.0999999999999999,1.276875,2.0417194621875,1.6881249999999999,1.444375,0.4404375,-5.7089625,2.6256250000000003,-0.2553375,-2.7285625,0.745625,8.872953284874999,59.7731154625,1.5708312333799366,1.5708417053554484,1.5707684015268648,842.5162703563806,0.0949536558696491,0,0,0,0,0,1
80.0,0.625,0.1875,0.1875,10.1602,8.7086,9.3366,90.0034,90.0017,90.001,0.2,2.5963,1.09625,1.25125,1.8022659285,1.679375,1.4475000000000002,0.38468749999999996,-5.741675000000001,2.7125,-0.23904999999999998,-2.719875,0.71875,8.312920673625,51.464899125,1.5708556679894643,1.5708259973921805,1.5708137800874167,826.1128017605431,0.0968390755227502,1,0,0,0,0,0
80.0,0.25,0.0,0.75,9.9639,9.9637,9.964,90.0006,90.001,89.9993,0.1644,1.27,1.1,1.3675,2.93141892675,1.7375,1.4175,0.61325,-5.598050000000001,2.2325,-0.29845,-2.76225,0.8425,10.8504588885,92.85888465000001,1.5708067987704086,1.5708137800874167,1.5707841094901327,989.1991208457945,0.08087350495378284,0,0,0,0,0,1
30.0,0.4167,0.1667,0.4167,5.1726,5.1722,13.8849,89.9941,90.006,120.0012,0.2448,2.2734,1.0901070000000002,1.2992949999999999,2.293096375911,1.71434,1.425974,0.46462309999999996,-5.68585452,2.464407,-0.25503922999999995,-2.7393571000000003,0.7709090000000001,9.357939279047,70.71069183462,1.5706933523690287,1.5709010465500162,2.0944160463442194,321.7009464911377,0.09325431064849679,0,0,0,1,0,0
80.0,0.0625,0.0938,0.8438,10.1256,10.1256,10.1258,90.0009,90.0009,89.9987,0.0783,1.0476,1.083229,1.388257,3.1886931180246,1.772367,1.391386,0.6216349999999999,-5.5794552799999995,2.0339549999999997,-0.28984603000000003,-2.7739632999999997,0.8669549999999999,11.2975505392648,105.1097919625,1.5708120347581647,1.5708120347581647,1.5707736375146206,1038.1757472169058,0.07705824395769247,0,0,0,0,0,1
30.0,0.5833,0.4167,0.0,4.9153,4.915,13.3346,89.9909,90.0103,120.0011,0.0648,3.9551,1.071662,1.214167,1.5176547852177,1.69334,1.4291610000000001,0.26882540000000005,-5.795917940000001,2.714135,-0.19454506,-2.7115845000000003,0.682501,7.4979989442984,44.791905565380006,1.5706375018329648,1.5709760957078518,2.094414301014967,278.98403662349716,0.10753303437388603,0,0,0,1,0,0
30.0,0.0,0.1667,0.8333,5.4918,5.4913,14.56,89.9984,89.9993,120.001,0.1168,1.0571,1.0733300000000001,1.38666,3.2056934852082,1.7850010000000003,1.379998,0.6008145,-5.584209360000001,1.976674,-0.27842652,-2.7753316,0.86666,11.2623154107862,107.3006635,1.5707684015268648,1.5707841094901327,2.0944125556857154,380.2572590372886,0.07889395741175885,0,0,0,1,0,0
80.0,0.5,0.4688,0.0312,10.0454,8.6273,9.2517,90.0015,90.0021,90.0016,0.0931,3.0517,1.06312,1.2212399999999999,1.6146932026248,1.7090640000000001,1.4168720000000001,0.266628,-5.79033904,2.628136,-0.18857727999999999,-2.7161224000000006,0.69124,7.6503420401168,49.759233300000005,1.5708225067336763,1.5708329787091884,1.5708242520629283,801.795613464042,0.09977605097435188,1,0,0,0,0,0
80.0,0.375,0.0,0.625,9.8007,9.8004,9.8007,90.0008,90.0014,89.9993,0.2107,1.6295,1.105,1.34125,2.657557328625,1.71625,1.43125,0.572375,-5.628375,2.37875,-0.291425,-2.751375,0.81375,10.27883196775,81.879326975,1.5708102894289124,1.5708207614044245,1.5707841094901327,941.3648818471619,0.08498298751385612,0,0,0,0,0,1
80.0,0.75,0.0625,0.1875,10.1018,8.6588,9.2888,90.0046,90.0018,90.001,0.1758,3.0908,1.11375,1.25,1.733449799625,1.654375,1.46875,0.4144375,-5.7369,2.8312500000000003,-0.257575,-2.7155000000000005,0.7150000000000001,8.289732054625,46.12221645,1.5708766119404882,1.5708277427214326,1.5708137800874167,812.486371151338,0.09846319007989708,1,0,0,0,0,0
30.0,0.3333,0.6667,0.0,4.9772,4.9768,13.4593,89.9952,90.0061,120.0005,0.0705,3.2342,1.036662,1.216667,1.6552870429676998,1.74334,1.3866610000000001,0.2093254,-5.80546794,2.476635,-0.15749505999999996,-2.7203345,0.690001,7.544376182298398,55.47727091538,1.5707125509908009,1.5709027918792682,2.094403829039455,288.726199989794,0.10390466816333416,0,0,0,1,0,0
20.0,0.375,0.625,0.0,12.2659,3.0312,5.8004,89.9997,103.7911,90.0002,0.0209,2.6945,1.0425,1.21625,1.632329982375,1.735,1.39375,0.21925,-5.803875,2.5162500000000003,-0.163675,-2.718875,0.68875,7.536640458999999,53.694951975,1.5707910908071407,1.8114964292666864,1.5707998174534008,209.44394271140393,0.09549094493297575,0,0,0,0,1,0
20.0,0.5,0.5,0.0,12.200999999999999,3.0134,5.7748,89.9995,103.8357,90.0002,0.0427,2.8956,1.06,1.2149999999999999,1.5635138535,1.71,1.415,0.249,-5.7991,2.635,-0.18219999999999997,-2.7145,0.685,7.51345184,48.3522693,1.5707876001486365,1.812274846113076,1.5707998174534008,206.15880486222122,0.09701259188694986,0,0,0,0,1,0
30.0,0.8333,0.0833,0.0833,4.8966,4.8964,13.3033,89.9868,90.0141,120.0017,0.0946,4.3228,1.114893,1.228205,1.516480950339,1.6406600000000002,1.4765260000000002,0.37537689999999996,-5.76239548,2.9330929999999995,-0.24861076999999998,-2.7068929000000006,0.6915910000000001,7.816340369953,37.85598141538,1.5705659433336334,1.5710424182194278,2.0944247729904792,276.2193365041587,0.10860934060475641,0,0,0,1,0,0
80.0,0.5625,0.2188,0.2188,9.3619,9.3615,9.3616,90.0026,90.0031,89.9978,0.212,2.7143,1.0907289999999998,1.258257,1.8882012562746,1.691117,1.438886,0.38750999999999997,-5.735855280000001,2.6464549999999996,-0.23619602999999997,-2.7239633,0.726955,8.4626045545148,55.5546862625,1.5708417053554484,1.5708504320017085,1.5707579295513527,820.4639789485549,0.09750580409699644,0,0,0,0,0,1
80.0,0.3438,0.5938,0.0625,6.3181,6.3181,23.9205,90.0141,90.0017,119.9978,0.2034,2.3692,1.044481,1.229184,1.7522131006041,1.7395460000000003,1.3923290000000001,0.2471499,-5.78809866,2.473076,-0.17183696999999998,-2.7234902,0.702256,7.817408109809,57.85389537067999,1.5710424182194278,1.5708259973921805,2.0943567051496514,826.9580577494887,0.09674009370888129,0,1,0,0,0,0
80.0,0.3125,0.375,0.3125,6.5129,6.5126,24.2654,90.0112,90.0046,119.9936,0.3315,1.1909,1.065,1.279375,2.1793517199375,1.7381250000000001,1.401875,0.3809375,-5.7185125,2.3881249999999996,-0.2182875,-2.7373125,0.7531249999999999,8.919330522875,70.4584808125,1.57099180367112,1.5708766119404882,2.094283401321068,891.404635575609,0.0897459995239327,0,1,0,0,0,0
80.0,0.0,0.0938,0.9062,7.053,7.0523,25.2654,90.015,89.9818,119.9845,0.1726,0.7138,1.0806200000000001,1.4012399999999998,3.3252760028748,1.7828140000000001,1.384372,0.642003,-5.563739040000001,1.960636,-0.29332727999999997,-2.7791223999999994,0.88124,11.5821646283668,110.588089,1.5710581261826957,1.5704786768710337,2.0941245763591363,1088.502066892636,0.07349549664005439,0,1,0,0,0,0
80.0,0.1875,0.2812,0.5312,6.7148,6.7144,24.6411,90.0098,90.0005,119.9896,0.3425,0.665,1.069271,1.324243,2.6067315239754,1.756383,1.393614,0.47473999999999994,-5.66129472,2.221045,-0.24445397000000002,-2.7527866999999997,0.8005450000000001,9.901306173985201,85.6564676875,1.5709673690615917,1.5708050534411566,2.094213588150988,962.2247183461072,0.08314066192095516,0,1,0,0,0,0
80.0,0.5,0.1875,0.3125,24.3195,6.2018,6.0952,89.9996,104.7008,90.0001,0.2154,2.1115,1.0912499999999998,1.2774999999999999,2.076127526625,1.700625,1.4337499999999999,0.42556249999999995,-5.7113499999999995,2.56625,-0.246075,-2.73075,0.7475,8.884547594375,62.4444568,1.5707893454778887,1.827373689472079,1.5707980721241486,889.2123327532954,0.089967263220803,0,0,0,0,1,0
80.0,0.2188,0.1562,0.625,10.8354,9.2377,9.8628,90.001,89.9987,90.0003,0.2796,1.19,1.083132,1.342812,2.7435499632672,1.74749,1.404696,0.5351994,-5.634341839999999,2.23036,-0.26827616,-2.756842,0.8184359999999999,10.3078084660524,88.55554324568,1.5708137800874167,1.5707736375146206,1.5708015627826524,987.2088246296239,0.08103655275773493,1,0,0,0,0,0
20.0,0.375,0.5,0.125,12.2494,3.0662,5.9283,89.9997,104.1484,90.0001,0.0668,2.3245,1.055,1.24125,1.8373754516249998,1.73125,1.40125,0.289875,-5.768775,2.48875,-0.18922499999999998,-2.725375,0.7137500000000001,8.08507876075,59.331826975,1.5707910908071407,1.8177324906840622,1.5707980721241486,215.9074271193967,0.09263229276934513,0,0,0,0,1,0
80.0,0.625,0.375,0.0,6.184,6.1838,23.6287,90.0186,89.99799999999999,120.0025,0.1769,3.0613,1.0775,1.21375,1.494697724625,1.685,1.43625,0.27875,-5.794325000000001,2.75375,-0.200725,-2.710125,0.6812499999999999,7.490263221,43.009586625,1.5711209580357677,1.5707614202098565,2.0944387356244953,782.5001097924257,0.1022364073804688,0,1,0,0,0,0
80.0,0.375,0.2812,0.3438,6.5162,6.5158,24.2586,90.01299999999999,90.0061,119.9938,0.2802,1.6778,1.07688,1.2850099999999998,2.1962870410001996,1.724686,1.414378,0.413497,-5.70733596,2.440614,-0.23394771999999997,-2.7367526,0.75751,9.0450651641332,69.198612975,1.5710232195976557,1.5709027918792682,2.0942868919795714,892.0426519600409,0.08968181042040982,0,1,0,0,0,0
40.0,0.0,0.3125,0.6875,10.9115,6.2611,15.6692,100.0943,98.579,30.3028,0.3115,0.4947,1.05875,1.3575,2.9665284498749998,1.7893750000000002,1.3712499999999999,0.5184375,-5.62515,2.00875,-0.24862499999999998,-2.76775,0.8375,10.622616975625,100.7258125,1.7469750974789602,1.72052812332349,0.5288836325733377,531.7701333453745,0.07522047119938714,0,0,1,0,0,0
80.0,0.9375,0.0625,0.0,9.0109,9.0101,9.0104,90.0026,90.0037,89.999,0.0803,4.7234,1.1212499999999999,1.2106249999999998,1.3226574024375,1.6225,1.489375,0.35312499999999997,-5.7823875000000005,3.050625,-0.24703749999999997,-2.6991875,0.671875,7.432291673499999,29.6528799375,1.5708417053554484,1.5708609039772201,1.5707788735023767,731.5463551649954,0.10935738991134272,0,0,0,0,0,1
80.0,0.8125,0.0312,0.1562,9.2018,9.2011,9.2015,90.00200000000001,90.00299999999999,89.9991,0.2072,3.4981,1.119271,1.2429930000000002,1.6475144718503998,1.642633,1.477364,0.411615,-5.74271972,2.8972949999999997,-0.26042897,-2.7114117,0.7067950000000001,8.1400481737352,42.0324293125,1.5708312333799366,1.570848686672456,1.5707806188316287,779.0604726003296,0.10268779230061294,0,0,0,0,0,1
30.0,0.75,0.1667,0.0833,4.9172,4.917,13.3449,89.9883,90.0127,120.0015,0.10300000000000001,4.0285,1.10333,1.2291599999999998,1.5625238964581998,1.6575010000000001,1.462498,0.3555645,-5.76615936,2.854174,-0.23627652,-2.7100816000000005,0.69416,7.8325538862862,41.42331745,1.5705921232724132,1.5710179836098999,2.094421282331975,279.4199810967155,0.10736526386642377,0,0,0,1,0,0
80.0,0.5312,0.2812,0.1875,6.3517,6.3514,23.9401,90.0152,90.0056,119.9979,0.2727,2.4023,1.083019,1.2520660000000001,1.8537216737709001,1.697954,1.4314209999999998,0.3623501,-5.74467634,2.623174,-0.22513803,-2.7228848,0.7214940000000001,8.329560792691,55.46707590432,1.5710616168411997,1.5708940652330081,2.0943584504789032,836.4215105047859,0.0956455554947642,0,1,0,0,0,0
80.0,0.6875,0.0625,0.25,10.2003,8.7361,9.3657,90.0042,90.0015,90.0009,0.2473,2.6303,1.11125,1.263125,1.8703805986875,1.665,1.4618749999999998,0.434875,-5.7217375,2.758125,-0.2610875,-2.7209375,0.729375,8.575545515,51.6119952875,1.5708696306234802,1.5708225067336763,1.5708120347581647,834.5853993302331,0.09585597838663504,1,0,0,0,0,0
40.0,0.125,0.125,0.75,10.8641,6.2979,15.5134,91.3227,91.5358,30.3965,0.2849,1.0045,1.0825,1.36875,3.000235055625,1.7625,1.39625,0.5835,-5.602825,2.11375,-0.279925,-2.7666250000000003,0.8462500000000001,10.873647507500001,98.201567325,1.5938817968110255,1.5976010934470253,0.5305190060824564,536.8769271725924,0.07450497120570243,0,0,1,0,0,0
80.0,0.4375,0.5625,0.0,6.2421,6.2421,23.7696,90.0178,89.9991,120.0001,0.2239,2.6202,1.05125,1.215625,1.5979219179375,1.7225000000000001,1.404375,0.234125,-5.8014875,2.575625,-0.1729375,-2.7166875,0.686875,7.5250461495,51.0236106375,1.5711069954017514,1.5707806188316287,2.0943968477224475,802.0722383776615,0.0997416394336434,0,1,0,0,0,0
80.0,0.25,0.0938,0.6562,9.8808,9.8806,9.8808,90.0012,90.0015,89.9987,0.1916,1.3803,1.09062,1.3487399999999998,2.7775528066248,1.7403140000000001,1.411872,0.560253,-5.6243890400000005,2.253136,-0.27927728,-2.7573724,0.82374,10.4389107868668,88.62897365,1.5708172707459205,1.5708225067336763,1.5707736375146206,964.6450386979457,0.08293205976364326,0,0,0,0,0,1
40.0,0.75,0.25,0.0,9.7746,5.6739999999999995,14.0033,91.0078,91.1683,30.5323,0.147,2.3775,1.095,1.2125,1.42588159575,1.6600000000000001,1.4575,0.3085,-5.78955,2.8725,-0.21924999999999997,-2.70575,0.6775,7.467074602,37.666903950000005,1.5883857549964953,1.5911870084459463,0.5328891632066646,394.46881142316437,0.10140218653963547,0,0,1,0,0,0
80.0,0.5938,0.4062,0.0,9.1549,9.1544,9.1544,90.00399999999999,90.0043,89.9965,0.1062,3.5481,1.073132,1.214062,1.5118742303922001,1.69124,1.430946,0.2713244,-5.79551684,2.72411,-0.19610115999999997,-2.7112170000000004,0.682186,7.496051100302401,44.34312022068,1.5708661399649761,1.5708713759527322,1.5707352402710768,767.2084395754224,0.10427413969047637,0,0,0,0,0,1
80.0,0.0938,0.625,0.2812,9.6137,9.6137,9.6134,90.00399999999999,90.0036,89.995,0.1616,1.725,1.031252,1.275302,2.248409033517,1.782804,1.362818,0.3112024,-5.7356558799999995,2.187246,-0.17947844000000002,-2.7433394,0.7534259999999999,8.8225723799192,78.39456492068001,1.5708661399649761,1.5708591586479685,1.570709060332297,888.5014497731675,0.09003924531628377,0,0,0,0,0,1
40.0,0.5,0.0,0.5,5.2826,9.0207,9.6494,90.0033,90.0001,90.0006,0.2523,1.8869,1.1099999999999999,1.315,2.3836957305,1.695,1.4449999999999998,0.5315,-5.6587,2.525,-0.2844,-2.7405,0.785,9.707205047,70.8997693,1.5708539226602123,1.5707980721241486,1.5708067987704086,459.82044332451727,0.08699047765427446,1,0,0,0,0,0
80.0,0.25,0.5,0.25,24.5958,6.2379,6.082000000000001,89.9999,104.4479,90.0001,0.1464,1.6955,1.05,1.2675,2.1112370497499997,1.7525000000000002,1.3875,0.33075,-5.73845,2.3425,-0.19624999999999998,-2.73625,0.7424999999999999,8.6567056815,70.31138465,1.5707945814656445,1.8229597517937852,1.5707980721241486,903.6272263698673,0.08853208232932866,0,0,0,0,1,0
40.0,0.875,0.0,0.125,10.0019,5.7648,14.0466,91.6395,91.87299999999999,29.8374,0.3275,2.2808,1.125,1.2362499999999998,1.5621109361249998,1.63125,1.48625,0.408875,-5.749675,2.96375,-0.263325,-2.707875,0.6987500000000001,7.99232428475,37.961096275,1.5994109998813435,1.6034863436847502,0.5207608702345561,402.7486309186628,0.09931753190261797,0,0,1,0,0,0
40.0,0.0625,0.25,0.6875,5.4889,9.3524,9.9755,89.9996,89.9978,90.0001,0.2476,0.9809,1.0675,1.356875,2.9321203854375,1.776875,1.381875,0.5333125,-5.6227625,2.068125,-0.2578875,-2.7655624999999997,0.8356250000000001,10.611022666125,98.05447116250001,1.5707893454778887,1.5707579295513527,1.5707980721241486,512.0861906944239,0.07811185055733931,1,0,0,0,0,0
20.0,0.5,0.5,0.0,12.200999999999999,3.0134,5.7748,89.9995,103.8357,90.0002,0.0193,2.8842,1.06,1.2149999999999999,1.5635138535,1.71,1.415,0.249,-5.7991,2.635,-0.18219999999999997,-2.7145,0.685,7.51345184,48.3522693,1.5707876001486365,1.812274846113076,1.5707998174534008,206.15880486222122,0.09701259188694986,0,0,0,0,1,0
40.0,0.3125,0.5625,0.125,10.1815,5.8945,14.2734,89.6036,89.5463,30.2731,0.17600000000000002,1.7828,1.04625,1.241875,1.8717835160625,1.74375,1.390625,0.27499999999999997,-5.7711625,2.4293750000000003,-0.1799625,-2.7275625,0.7156250000000001,8.09667307025,62.003168312499994,1.563877841639991,1.5628777679785981,0.5283652697854954,431.82559882672433,0.09262998791336251,0,0,1,0,0,0
40.0,0.125,0.5625,0.3125,6.0892,6.0889,14.904000000000002,89.9892,90.009,119.9959,0.3266,0.5576,1.03875,1.28125,2.2825759132499996,1.7756249999999998,1.37,0.33631249999999996,-5.725675,2.21,-0.1905,-2.743875,0.75875,8.954113451375,78.472504825,1.570607831235681,1.5709534064275759,2.094323543893864,478.57552681311273,0.08358137380397283,0,0,1,0,0,0
80.0,0.0,0.2188,0.7812,10.0964,10.0964,10.0965,90.0015,90.0013,89.9979,0.0858,0.9798,1.06812,1.37624,3.1202305336248,1.786564,1.3768719999999999,0.5713779999999999,-5.59883904,1.988136,-0.26777728,-2.7726224,0.85624,11.0337263266168,104.95121400000001,1.5708225067336763,1.5708190160751725,1.5707596748806048,1029.209877061736,0.07772952998506959,0,0,0,0,0,1
40.0,0.5,0.1875,0.3125,10.264000000000001,5.9453,14.6393,90.9248,91.0731,30.3205,0.3726,0.9470000000000001,1.0912499999999998,1.2774999999999999,2.076127526625,1.700625,1.4337499999999999,0.42556249999999995,-5.7113499999999995,2.56625,-0.246075,-2.73075,0.7475,8.884547594375,62.4444568,1.5869371317173404,1.5895254549980475,0.5291925558509406,450.90526476506363,0.08871043016284431,0,0,1,0,0,0
80.0,0.3438,0.6562,0.0,9.2597,9.2594,9.2591,90.005,90.0048,89.9948,0.1047,2.9385,1.038132,1.216562,1.6495064881422,1.74124,1.388446,0.21182440000000002,-5.80506684,2.48661,-0.15905116,-2.719967,0.689686,7.5424283383024004,55.02848557068,1.570883593257496,1.5708801025989922,1.570705569673793,793.8684304096107,0.1007723659684043,0,0,0,0,0,1
80.0,0.0,0.5312,0.4688,9.8193,9.8193,9.8191,90.0032,90.0028,89.9957,0.1415,1.2749,1.03688,1.3137599999999998,2.6077808968752,1.795936,1.358128,0.394872,-5.6865609599999996,2.056864,-0.20392272,-2.7563776,0.79376,9.6630693228832,90.863536,1.5708521773309605,1.5708451960139522,1.570721277637061,946.7443853914535,0.08450010502773897,0,0,0,0,0,1
